book_id,title,genre
3963,The Great Santini,contemporary-fiction|fiction|pat-conroy|southern|southern-lit
3964,Johnny Got His Gun,classic|fiction|historical-fiction|literature|war
3965,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",fiction|harry-bosch|michael-connelly|mystery|thriller
3966,"Teacher Man (Frank McCourt, #3)",biography|education|memoir|non-fiction|nonfiction
3967,"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",fantasy|paranormal|romance|vampire|vampires
3968,"The Last Guardian (Artemis Fowl, #8)",artemis-fowl|fantasy|fiction|sci-fi|young-adult
3969,Planet of the Apes,fantasy|fiction|french|science-fiction|scifi
3970,"Ghost Town (The Morganville Vampires, #9)",fantasy|paranormal|vampire|vampires|young-adult
3971,Evergreen,belva-plain|fiction|historical|historical-fiction|romance
3972,"Experiencing God: Knowing and Doing the Will of God, Workbook",bible-study|christian|christian-living|christianity|non-fiction
3973,Deliverance,adventure|fiction|horror|literature|thriller
3974,"Dragonsinger (Harper Hall, #2)",dragons|fantasy|fiction|sci-fi|science-fiction
3975,"Boundless (Unearthly, #3)",angels|fantasy|paranormal|romance|young-adult
3976,The Whistler,fiction|john-grisham|legal-thriller|mystery|thriller
3977,"D.Gray-man, Volume 01",comics|fantasy|graphic-novels|manga|mangas
3978,The Robots of Dawn (Robot #3),asimov|fiction|sci-fi|science-fiction|scifi
3979,The Rule of Four,fiction|historical-fiction|mystery|suspense|thriller
3980,"The Redemption of Callie & Kayden (The Coincidence, #2)",contemporary|new-adult|romance|series|young-adult
3981,"Avatar: The Last Airbender (The Search, #1)",comics|fantasy|graphic-novel|graphic-novels|manga
3982,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #13)",crime|fiction|michael-connelly|mystery|thriller
3983,"Fire and Ice (Warriors, #2)",childrens|erin-hunter|fiction|series|young-adult
3984,The Darkest Whisper (Lords of the Underworld #4),demons|gena-showalter|paranormal|paranormal-romance|romance
3985,Love Is a Mix Tape,biography|memoir|music|non-fiction|nonfiction
3986,Please Kill Me: The Uncensored Oral History of Punk,history|music|non-fiction|nonfiction|rory-gilmore-reading-challenge
3987,The Things We Wish Were True,contemporary|fiction|kindle|kindle-first|mystery
3988,"Frog and Toad All Year (Frog and Toad, #3)",children|children-s-books|childrens|kids|picture-books
3989,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",drizzt|fantasy|fiction|forgotten-realms|r-a-salvatore
3990,"The Harlequin (Anita Blake, Vampire Hunter #15)",anita-blake|fantasy|paranormal|urban-fantasy|vampires
3991,So B. It,childrens|fiction|middle-grade|realistic-fiction|young-adult
3992,"Found (The Missing, #1)",mystery|sci-fi|science-fiction|time-travel|young-adult
3993,First Comes Love,chick-lit|contemporary|fiction|netgalley|read-in-2016
3994,The Basketball Diaries,biography|fiction|memoir|non-fiction|nonfiction
3995,"Sin City, Vol. 4: That Yellow Bastard (Sin City, #4)",crime|còmics|fiction|graphic-novel|graphic-novels
3996,"Krew elfów (Saga o Wiedźminie, #3)",fantasy|fiction|high-fantasy|the-witcher|witcher
3997,Little Altars Everywhere,chick-lit|fiction|general-fiction|series|southern
3998," Angels (Walsh Family, #3)",chic-lit|chicklit|fiction|marian-keyes|romance
3999,"A World Without Heroes (Beyonders, #1)",adventure|fantasy|middle-grade|series|young-adult
4000,"The Kings of Clonmel (Ranger's Apprentice, #8)",adventure|fantasy|fiction|series|young-adult
4001,The Fireman,fantasy|fiction|horror|sci-fi|science-fiction
4002,"The Revenge of Seven (Lorien Legacies, #5)",fantasy|sci-fi|science-fiction|series|young-adult
4003,Ben-Hur: A Tale of the Christ,christian|classic|fiction|historical|historical-fiction
4004,Homage to Catalonia,history|non-fiction|nonfiction|politics|war
4005,Good Grief,adult-fiction|chick-lit|contemporary-fiction|fiction|romance
4006,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",audiobook|audiobooks|fantasy|fiction|short-stories
4007,"Misguided Angel (Blue Bloods, #5)",blue-bloods|fantasy|paranormal|vampires|young-adult
4008,"Undeniable (Undeniable, #1)",bikers|dark|mc|romance|series
4009,Four Blondes,chic-lit|chick-lit|chicklit|contemporary|fiction
4010,There Was An Old Lady Who Swallowed A Fly (Classic Books),children|children-s-books|childrens|kids-books|picture-books
4011,"The Girl In The Ice (Detective Erika Foster, #1)",crime|fiction|kindle|mystery|thriller
4012,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",comics|fantasy|graphic-novel|graphic-novels|vampires
4013,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,cooking|food|memoir|non-fiction|nonfiction
4014,"Emily of New Moon (Emily, #1)",children|childrens|fiction|historical-fiction|young-adult
4015,Heart of a Dog,fiction|russian|russian-lit|sci-fi|science-fiction
4016,Grendel,fantasy|fiction|literature|mythology|school
4017,"The Pale Horseman (The Saxon Stories, #2)",bernard-cornwell|fiction|historical|historical-fiction|history
4018,Chaos: Making a New Science,math|mathematics|nonfiction|physics|science
4019,Marvels,comic-books|comics|graphic-novel|graphic-novels|marvel
4020,A Hologram for the King,contemporary|fiction|library|middle-east|novels
4021,The Future of Us,contemporary|fiction|romance|science-fiction|young-adult
4022,"Cross Country (Alex Cross, #14)",alex-cross|fiction|james-patterson|mystery|thriller
4023,"Rock Chick (Rock Chick, #1)",contemporary|contemporary-romance|kristen-ashley|romance|series
4024,"The Program (The Program, #1)",dystopia|dystopian|romance|series|young-adult
4025,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",crime|fiction|michael-connelly|mystery|thriller
4026,Judas Unchained,fiction|sci-fi|science-fiction|scifi|space-opera
4027,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",africa|fiction|mysteries|mystery|series
4028,Going Too Far,chick-lit|contemporary|new-adult|romance|young-adult
4029,The Son,audio|fiction|historical|historical-fiction|western
4030,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",paranormal|paranormal-romance|romance|sherrilyn-kenyon|vampires
4031,Island of the Sequined Love Nun,christopher-moore|comedy|fantasy|fiction|humor
4032,All the Ugly and Wonderful Things,adult|contemporary|fiction|kindle|romance
4033,The Moon and More,contemporary|realistic-fiction|romance|sarah-dessen|young-adult
4034,Time Enough for Love,fiction|sci-fi|science-fiction|scifi|sf
4035,The Barefoot Contessa Cookbook,cookbook|cookbooks|cooking|food|non-fiction
4036,"Virals (Virals, #1)",mystery|sci-fi|science-fiction|series|young-adult
4037,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",biography|biography-memoir|memoir|non-fiction|nonfiction
4038,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)",fantasy|house-of-night|paranormal|vampires|young-adult
4039,Mennonite in a Little Black Dress: A Memoir of Going Home,biography|humor|memoir|non-fiction|nonfiction
4040,The Simple Truth,baldacci|david-baldacci|fiction|mystery|thriller
4041,"The City of Mirrors (The Passage, #3)",fantasy|fiction|horror|post-apocalyptic|science-fiction
4042,"Ramona Forever (Ramona, #7)",childhood|children|children-s-books|childrens|fiction
4043,Anne Frank: Beyond the Diary - A Photographic Remembrance,biography|history|holocaust|non-fiction|nonfiction
4044,"Kushiel's Chosen (Phèdre's Trilogy, #2)",epic-fantasy|fantasy|fiction|romance|series
4045,Half Girlfriend,chetan-bhagat|fiction|indian|indian-authors|romance
4046,The Far Side Gallery 3,comics|fiction|graphic-novels|humor|humour
4047,"Parable of the Sower (Earthseed, #1)",dystopia|dystopian|fiction|sci-fi|science-fiction
4048,"11th Hour (Women's Murder Club, #11)",fiction|james-patterson|mystery|patterson|women-s-murder-club
4049,"Earth Unaware (The First Formic War, #1)",fiction|sci-fi|science-fiction|scifi|series
4050,When Things Fall Apart: Heart Advice for Difficult Times,non-fiction|nonfiction|psychology|spiritual|spirituality
4051,The American Heiress,audiobooks|fiction|historical-fiction|historical-romance|romance
4052,"Seeds of Yesterday (Dollanganger, #4)",fiction|horror|series|v-c-andrews|young-adult
4053,The Three Little Pigs (Disney Classic),children|children-s-books|childrens|kids|picture-books
4054,Andy Goldsworthy: A Collaboration with Nature,art|nature|non-fiction|nonfiction|photography
4055,Jesus' Son,contemporary|fiction|short-stories|short-story|short-story-collections
4056,"The Last Man (Mitch Rapp, #13)",fiction|flynn|mitch-rapp|thriller|vince-flynn
4057,Saving Fish from Drowning,amy-tan|asia|china|fiction|historical-fiction
4058,Love Anthony,autism|chick-lit|contemporary|fiction|kindle
4059,Purple Cow: Transform Your Business by Being Remarkable,business|business-books|marketing|non-fiction|nonfiction
4060,"The Last Star (The 5th Wave, #3)",dystopia|dystopian|sci-fi|science-fiction|young-adult
4061,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",comics|cómics|fiction|graphic-novel|graphic-novels
4062,QB VII,fiction|historical|historical-fiction|history|holocaust
4063,"The Aeronaut's Windlass (The Cinder Spires, #1)",fantasy|fiction|sci-fi|science-fiction|steampunk
4064,From Hell,comics|fiction|graphic-novel|graphic-novels|horror
4065,"Black Rose (In the Garden, #2)",contemporary-romance|fiction|nora-roberts|paranormal|romance
4066,"The Perfect Husband (Quincy & Rainie, #1)",fiction|lisa-gardner|mystery|suspense|thriller
4067,The Eight (The Eight #1),fantasy|fiction|historical-fiction|mystery|thriller
4068,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",classic|fiction|historical-fiction|romance|young-adult
4069,East,fairy-tales|fantasy|retellings|romance|young-adult
4070,"Dragonquest (Pern, #2)",dragons|fantasy|fiction|sci-fi|science-fiction
4071,Civilization and Its Discontents,non-fiction|nonfiction|philosophy|psychoanalysis|sociology
4072,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,animals|biography|cats|non-fiction|nonfiction
4073,"Complete Me (Stark Trilogy, #3)",bdsm|erotica|j-kenner|romance|series
4074,"Fool's Assassin (The Fitz and the Fool, #1)",epic-fantasy|fantasy|fiction|high-fantasy|robin-hobb
4075,"Astonishing X-Men, Volume 1: Gifted",comics|cómics|graphic-novel|graphic-novels|marvel
4076,"Fragile Eternity (Wicked Lovely, #3)",faeries|paranormal|romance|urban-fantasy|young-adult
4077,"The Gamble (Colorado Mountain, #1)",alpha-male|contemporary-romance|kristen-ashley|romance|series
4078,The Great and Secret Show (Book of the Art #1),clive-barker|dark-fantasy|fantasy|fiction|horror
4079,The Mother Tongue: English and How It Got That Way,history|humor|language|non-fiction|nonfiction
4080,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,memoir|non-fiction|nonfiction|psychology|travel
4081,I am Charlotte Simmons,college|contemporary|contemporary-fiction|fiction|novels
4082,"The Mistake (Off-Campus, #2)",college|contemporary|new-adult|romance|sports
4083,"Match Me If You Can (Chicago Stars, #6)",chick-lit|contemporary|contemporary-romance|romance|sports
4084,"Heaven and Earth (Three Sisters Island, #2)",fantasy|fiction|nora-roberts|paranormal|romance
4085,The Bad Place,fiction|horror|koontz|suspense|thriller
4086,"Crazy Little Thing (Bell Harbor, #1)",chick-lit|contemporary|contemporary-romance|kindle|romance
4087,Avalon High,chick-lit|fantasy|meg-cabot|romance|young-adult
4088,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",fantasy|paranormal|twilight|vampires|young-adult
4089,Summer Island,chick-lit|contemporary|fiction|kristin-hannah|romance
4090,Celebration of Discipline: The Path to Spiritual Growth,christianity|non-fiction|religion|spirituality|theology
4091,The Prime of Miss Jean Brodie,classic|fiction|historical-fiction|novels|scotland
4092,"Sloppy Firsts (Jessica Darling, #1)",chick-lit|contemporary|fiction|series|young-adult
4093,"Forgive Me, Leonard Peacock",contemporary|fiction|mental-illness|realistic-fiction|young-adult
4094,"A Long Way from Chicago (A Long Way from Chicago, #1)",childrens|fiction|historical-fiction|humor|young-adult
4095,Cradle and All,fiction|james-patterson|mystery|patterson|thriller
4096,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,biography|gambling|memoir|non-fiction|nonfiction
4097,This One Summer,comics|fiction|graphic-novel|graphic-novels|young-adult
4098,The Next Best Thing,chick-lit|fiction|jennifer-weiner|read-in-2012|romance
4099,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,biography|memoir|music|non-fiction|nonfiction
4100,Tinkers,fiction|literature|pulitzer|pulitzer-prize|pulitzer-prize-winners
4101,"The Druid of Shannara (Heritage of Shannara, #2)",fantasy|fiction|sci-fi-fantasy|shannara|terry-brooks
4102,Stepbrother Dearest,contemporary|contemporary-romance|kindle|new-adult|romance
4103,Einstein's Dreams,fiction|philosophy|science|science-fiction|short-stories
4104,Demons,literature|philosophy|russia|russian-lit|russian-literature
4105,Seize the Night (Dark-Hunter #6),paranormal|paranormal-romance|romance|sherrilyn-kenyon|vampires
4106,Notes from Underground,fiction|philosophy|russia|russian|russian-literature
4107,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon,childrens|fantasy|harry-potter|non-fiction|young-adult
4108,Portrait in Sepia,fiction|historical|historical-fiction|isabel-allende|romance
4109,Making Faces,contemporary|contemporary-romance|military|romance|young-adult
4110,Q & A,audiobook|contemporary|fiction|general-fiction|india
4111,The Trespasser (Dublin Murder Squad #6),crime|fiction|mystery|series|thriller
4112,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",children|childrens|fiction|mystery|rory-gilmore-reading-challenge
4113,"Dissolution (Matthew Shardlake, #1)",crime|fiction|historical|historical-fiction|mystery
4114,"The Clique (The Clique, #1)",chick-lit|realistic-fiction|series|the-clique|young-adult
4115,The Sixth Extinction: An Unnatural History,biology|environment|non-fiction|nonfiction|science
4116,Billy Lynn's Long Halftime Walk,contemporary-fiction|fiction|kindle|literary-fiction|war
4117,A Whole New Mind: Why Right-Brainers Will Rule the Future,business|education|non-fiction|nonfiction|psychology
4118,"Across the Nightingale Floor (Tales of the Otori, #1)",fantasy|fiction|historical-fiction|japan|young-adult
4119,A Briefer History of Time,astronomy|history|non-fiction|nonfiction|science
4120,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,biology|evolution|non-fiction|nonfiction|science
4121,"Face the Fire (Three Sisters Island, #3)",fantasy|fiction|nora-roberts|paranormal|romance
4122,Once We Were Brothers,fiction|historical|historical-fiction|holocaust|wwii
4123,When I'm Gone,fiction|kindle|kindle-unlimited|read-in-2016|romance
4124,Life Expectancy,fiction|horror|koontz|mystery|thriller
4125,"The Dragon Heir (The Heir Chronicles, #3)",fantasy|fiction|magic|series|young-adult
4126,"Fallout (Crank, #3)",ellen-hopkins|fiction|poetry|series|young-adult
4127,"Black Notice (Kay Scarpetta, #10)",crime|fiction|mystery|patricia-cornwell|thriller
4128,The Wonder,fiction|historical|historical-fiction|ireland|mystery
4129,Innocent Traitor,fiction|historical|historical-fiction|history|tudors
4130,The Fourth Hand,contemporary|contemporary-fiction|fiction|john-irving|literature
4131,"Gone, Baby, Gone (Kenzie & Gennaro, #4)",crime|dennis-lehane|fiction|mystery|thriller
4132,"Tunnels of Blood (Cirque Du Freak, #3)",darren-shan|fantasy|horror|vampires|young-adult
4133,On Mystic Lake,chick-lit|contemporary|fiction|kristin-hannah|romance
4134,"The Killing Game (Eve Duncan, #2)",fiction|iris-johansen|mystery|suspense|thriller
4135,"The Retribution of Mara Dyer (Mara Dyer, #3)",fantasy|paranormal|romance|series|young-adult
4136,Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,cook-books|cookbook|cookbooks|cooking|food
4137,A Wolf at the Table,biography|biography-memoir|memoir|non-fiction|nonfiction
4138,"Seventh Son (Tales of Alvin Maker, #1)",alternate-history|fantasy|fiction|sci-fi|sci-fi-fantasy
4139,The Mysteries of Pittsburgh,contemporary|contemporary-fiction|lgbt|literature|novels
4140,Manhunt: The 12-Day Chase for Lincoln's Killer,american-history|civil-war|history|non-fiction|nonfiction
4141,The Book of Tomorrow,chick-lit|fantasy|fiction|romance|young-adult
4142,"Uncommon Criminals (Heist Society, #2)",contemporary|mystery|romance|series|young-adult
4143,On the Fence,contemporary|fiction|read-in-2015|romance|young-adult
4144,Follow You Home,fiction|kindle|mystery|mystery-thriller|suspense
4145,"Love, Stargirl (Stargirl, #2)",fiction|realistic-fiction|romance|series|young-adult
4146,Nefertiti,egypt|fiction|historical|historical-fiction|history
4147,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",non-fiction|nonfiction|psychology|science|self-help
4148,"Into the Wilderness (Wilderness, #1)",fiction|historical|historical-fiction|historical-romance|romance
4149,"The Oresteia  (Ορέστεια, #1-3)",drama|fiction|literature|mythology|plays
4150,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",fiction|louise-penny|mysteries|mystery|series
4151,Don't Waste Your Life,christian|christian-life|christian-living|non-fiction|theology
4152,La catedral del mar,fiction|historical|historical-fiction|history|spain
4153,The Life of Elizabeth I,biographies|biography|history|non-fiction|nonfiction
4154,"Book of Mormon, Doctrine and Covenants, Pearl of Great Price",church|lds|non-fiction|religion|religious
4155,Earth (The Book): A Visitor's Guide to the Human Race,audiobook|comedy|humor|non-fiction|nonfiction
4156,"My Soul to Take (Soul Screamers, #1)",fantasy|paranormal|romance|series|young-adult
4157,"Conversations With God: An Uncommon Dialogue, Book 2",non-fiction|philosophy|religion|spiritual|spirituality
4158,"Everneath (Everneath, #1)",fantasy|mythology|paranormal|romance|young-adult
4159,"Plum Spooky (Stephanie Plum, #14.5)",audiobook|fiction|humor|mystery|stephanie-plum
4160,Warrior of the Light,inspirational|philosophy|self-help|spiritual|spirituality
4161,"James Potter and the Hall of Elders' Crossing (James Potter, #1)",fantasy|harry-potter|james-potter|my-ebooks|young-adult
4162,Where Men Win Glory: The Odyssey of Pat Tillman,biography|history|non-fiction|nonfiction|war
4163,God's Smuggler,biographies|biography|christian|non-fiction|nonfiction
4164,Maine,chick-lit|contemporary|fiction|kindle|maine
4165,The Fill-In Boyfriend,chick-lit|contemporary|read-in-2015|romance|young-adult
4166,How I Live Now,dystopia|dystopian|fiction|romance|young-adult
4167,"Mister Monday (The Keys to the Kingdom, #1)",childrens|fantasy|fiction|series|young-adult
4168,These Things Hidden,drama|kindle|mystery-thriller|thriller|young-adult
4169,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,cook-books|cookbook|cookbooks|cooking|non-fiction
4170,"Strange Angels (Strange Angels, #1)",paranormal|romance|series|urban-fantasy|zombies
4171,Stolen Lives: Twenty Years in a Desert Jail,memoir|non-fiction|nonfiction|oprah|oprah-s-book-club
4172,Black Hills,fiction|mystery|nora-roberts|romance|romantic-suspense
4173,Civil War: A Marvel Comics Event,comics|cómics|graphic-novel|graphic-novels|marvel
4174,The Vow: The Kim & Krickitt Carpenter Story,christian-non-fiction|ebooks|library|marriage|owned-books
4175,The Puppet Masters,fiction|sci-fi|science-fiction|scifi|sf
4176,All the Missing Girls,fiction|mystery|mystery-thriller|suspense|thriller
4177,Just Go to Bed,children|children-s-books|childrens|kids|picture-books
4178,Today Will Be Different,audiobook|chick-lit|fiction|humor|read-in-2017
4179,"xxxHolic, Vol. 1 (xxxHOLiC, #1)",comics|fantasy|graphic-novels|manga|mangá
4180,"Miss Nelson Is Back (Miss Nelson, #2)",children|children-s-books|childrens|kids|picture-books
4181,"Green Mars (Mars Trilogy, #2)",fiction|sci-fi|science-fiction|scifi|sf
4182,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",epic-fantasy|fantasy|fiction|high-fantasy|sci-fi-fantasy
4183,The Canterville Ghost,classic|fantasy|fiction|horror|short-stories
4184,Seconds,comics|fantasy|fiction|graphic-novel|graphic-novels
4185,"Fallen Crest High (Fallen Crest High, #1)",kindle|new-adult|romance|series|young-adult
4186,Anatomy for the Artist,anatomy|art|art-books|non-fiction|reference
4187,Suffer the Children,fiction|horror|john-saul|mystery|thriller
4188,"Catherine, Called Birdy",childrens|historical|historical-fiction|middle-grade|young-adult
4189,Princess: A True Story of Life Behind the Veil in Saudi Arabia,biography|memoir|middle-east|non-fiction|nonfiction
4190,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",fantasy|fiction|sci-fi-fantasy|series|terry-brooks
4191,The Power of Your Subconscious Mind,non-fiction|personal-development|psychology|self-help|self-improvement
4192,"Blood And Gold (The Vampire Chronicles, #8)",fantasy|horror|paranormal|vampire|vampires
4193,"The Crown of Embers (Fire and Thorns, #2)",fantasy|magic|romance|series|young-adult
4194,"Page (Protector of the Small, #2)",fantasy|fiction|tamora-pierce|ya-fantasy|young-adult
4195,"The Guard (The Selection, #2.5)",dystopia|dystopian|romance|series|young-adult
4196,Johnny Tremain,childrens|fiction|historical|historical-fiction|young-adult
4197,The Motorcycle Diaries: Notes on a Latin American Journey,adventure|autobiography|biography|memoir|nonfiction
4198,"Fight with Me (With Me in Seattle, #2)",contemporary|contemporary-romance|kristen-proby|romance|series
4199,"Black: The Birth of Evil (The Circle, #1)",christian|christian-fiction|fantasy|fiction|ted-dekker
4200,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",fantasy|fiction|high-fantasy|romance|series
4201,Officer Buckle & Gloria,caldecott|children-s-books|childrens|picture-book|picture-books
4202,The Savage Detectives,chile|fiction|latin-america|latin-american|novels
4203,"Alice in Zombieland (White Rabbit Chronicles, #1)",fantasy|paranormal|romance|young-adult|zombies
4204,"Spells (Wings, #2)",faeries|fantasy|paranormal|romance|young-adult
4205,Chess Story,fiction|german|german-literature|literature|short-stories
4206,The Lion King: A little Golden Book,childhood|children|children-s-books|childrens|disney
4207,"The Medusa Plot (39 Clues: Cahills vs. Vespers, #1)",39-clues|adventure|mystery|series|young-adult
4208,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",children|childrens|fiction|middle-grade|realistic-fiction
4209,"The Lion (John Corey, #5)",demille|fiction|mystery|nelson-demille|thriller
4210,"Kiss of the Highlander (Highlander, #4)",historical-romance|paranormal|paranormal-romance|romance|time-travel
4211,Elizabeth the Queen: The Life of a Modern Monarch,biographies|biography|history|non-fiction|nonfiction
4212,The Son,crime|fiction|jo-nesbo|mystery|thriller
4213,"Chew, Vol. 1: Taster's Choice",comics|fiction|graphic-novel|graphic-novels|mystery
4214,A Single Shard,childrens|fiction|historical-fiction|newbery|young-adult
4215,"Time of the Twins (Dragonlance: Legends, #1)",dragonlance|epic-fantasy|fantasy|fiction|sci-fi-fantasy
4216,Sacré Bleu: A Comedy d'Art,art|fantasy|fiction|historical-fiction|humor
4217,Roadside Picnic,russia|sci-fi|science-fiction|scifi|sf-masterworks
4218,"Queen of Babble Gets Hitched (Queen of Babble, #3)",chick-lit|fiction|meg-cabot|romance|series
4219,Cranford,19th-century|classic|fiction|historical-fiction|kindle
4220,Underworld,american|fiction|literary-fiction|literature|novels
4221,Big Sur,beat|beat-generation|beats|fiction|novels
4222,"My Man Jeeves (Jeeves, #1)",audiobooks|comedy|fiction|humour|short-stories
4223,"Radiant Shadows (Wicked Lovely, #4)",faeries|fantasy|paranormal|urban-fantasy|young-adult
4224,"Motorcycle Man (Dream Man, #4)",bikers|contemporary|contemporary-romance|kristen-ashley|romance
4225,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",audiobooks|biography|memoir|non-fiction|nonfiction
4226,"Into the Still Blue (Under the Never Sky, #3)",dystopia|dystopian|fantasy|romance|young-adult
4227,The Last Summer (of You and Me),adult-fiction|contemporary|fiction|romance|young-adult
4228,"Preacher, Volume 2: Until the End of the World",comic-books|comics-graphic-novels|fiction|horror|vertigo
4229,The Lord of the Rings: Weapons and Warfare,art|fantasy|fiction|non-fiction|tolkien
4230,"The Lost City of Faar (Pendragon, #2)",fantasy|pendragon|sci-fi|science-fiction|young-adult
4231,"A Great Deliverance (Inspector Lynley, #1)",crime|fiction|mysteries|mystery|series
4232,The Club Dumas,books-about-books|fiction|historical-fiction|mystery|thriller
4233,"Enna Burning (The Books of Bayern, #2)",fairy-tales|fantasy|fiction|series|young-adult
4234,"Twilight (The Mediator, #6)",fantasy|ghosts|paranormal|romance|young-adult
4235,1919,1919|arabic|arabic-novels|finished|novels
4236,"Dear Mr. Henshaw (Leigh Botts, #1)",children-s-books|childrens|fiction|newbery|young-adult
4237,The Magician's Assistant,contemporary|contemporary-fiction|fiction|kindle|literary-fiction
4238,Generation X: Tales for an Accelerated Culture,canadian|contemporary|fiction|literature|novels
4239,The Sympathizer,fiction|historical-fiction|pulitzer|vietnam|war
4240,"Evil Under the Sun (Hercule Poirot, #23)",agatha-christie|crime|detective|fiction|mysteries
4241,"Reaper's Property (Reapers MC, #1)",bikers|contemporary|erotica|mc|romance
4242,"My Friend Flicka (Flicka, #1)",animals|childrens|fiction|horses|young-adult
4243,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",fiction|historical|historical-fiction|philippa-gregory|series
4244,Hedda Gabler,drama|fiction|play|plays|theatre
4245,Dumbo: A Little Golden Book,children|children-books|childrens-books|disney|kids
4246,"The Invasion of the Tearling (The Queen of the Tearling, #2)",dystopian|fantasy|fiction|series|young-adult
4247,"Phantom (Harry Hole, #9)",crime|fiction|jo-nesbo|mystery|thriller
4248,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),fantasy|house-of-night|paranormal|vampires|young-adult
4249,A Place Called Here,cecelia-ahern|chick-lit|fantasy|fiction|romance
4250,The Painted Veil,china|classic|fiction|historical-fiction|romance
4251,"Blackwood Farm (The Vampire Chronicles, #9)",anne-rice|fantasy|fiction|horror|vampires
4252,Anatomy of the Spirit: The Seven Stages of Power and Healing,health|non-fiction|self-help|spiritual|spirituality
4253,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",africa|alexander-mccall-smith|fiction|mystery|series
4254,A Hundred Summers,chick-lit|fiction|historical|historical-fiction|romance
4255,"A Torch Against the Night (An Ember in the Ashes, #2)",2016-releases|fantasy|romance|series|young-adult
4256,The Wednesday Wars,fiction|historical-fiction|middle-grade|realistic-fiction|young-adult
4257,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)",drizzt|fantasy|fiction|forgotten-realms|r-a-salvatore
4258,Skippyjon Jones,children|children-s-books|kids|picture-book|picture-books
4259,Chasing Fire,fiction|mystery|nora-roberts|romance|romantic-suspense
4260,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,business|non-fiction|productivity|self-help|self-improvement
4261,"Moo, Baa, La La La!",children|children-s-books|childrens-books|kids-books|picture-books
4262,The Science of Getting Rich,business|finance|non-fiction|personal-development|self-help
4263,"The Last Oracle (Sigma Force, #5)",action-adventure|adventure|fiction|sigma-force|thrillers
4264,ذاكرة الجسد,arabic-books|arabic-novels|favorite|literature|owned-books
4265,Vinegar Hill,contemporary-fiction|fiction|oprah|oprah-book-club|oprah-s-book-club
4266,"Startide Rising (The Uplift Saga, #2)",fiction|sci-fi|science-fiction|scifi|sf
4267,"Significance (Significance, #1)",fantasy|kindle|paranormal|romance|young-adult
4268,Pompeii,fiction|historical|historical-fiction|history|italy
4269,"The Guilty (Will Robie, #4)",audio|baldacci|david-baldacci|fiction|thriller
4270,A History of Western Philosophy,history|non-fiction|nonfiction|philosophy|reference
4271,The Complete Stories and Poems,childrens|classic|fantasy|fiction|poetry
4272,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,cook-books|cookbooks|cooking|food|non-fiction
4273,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,arthurian|fantasy|fiction|historical-fiction|mythology
4274,A Piece of Cake,autobiography|biography|memoir|non-fiction|nonfiction
4275,Taran Wanderer (The Chronicles of Prydain #4),children|childrens|fantasy|fiction|young-adult
